id,salt,weight_percent,temperature,density,source,source_details,notes
1046,None,0.0,29.6,0.9957958,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1047,None,0.0,29.7,0.9957659,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1048,None,0.0,29.8,0.9957359,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1049,None,0.0,29.9,0.9957059,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1050,None,0.0,30.0,0.9956756,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1051,None,0.0,30.1,0.9956454,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1052,None,0.0,30.2,0.9956151,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1053,None,0.0,30.3,0.9955846,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1054,None,0.0,30.4,0.9955541,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1055,None,0.0,30.5,0.9955235,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1056,None,0.0,30.6,0.9954928,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1057,None,0.0,30.7,0.995462,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1058,None,0.0,30.8,0.9954312,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1059,None,0.0,30.9,0.9954002,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1060,None,0.0,31.0,0.9953692,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1061,None,0.0,31.1,0.995338,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1062,None,0.0,31.2,0.9953068,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1063,None,0.0,31.3,0.9952755,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1064,None,0.0,31.4,0.9952442,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1065,None,0.0,31.5,0.9952127,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1066,None,0.0,31.6,0.9951812,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1067,None,0.0,31.7,0.9951495,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1068,None,0.0,31.8,0.9951178,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1069,None,0.0,31.9,0.9950861,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1070,None,0.0,32.0,0.9950542,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1071,None,0.0,32.1,0.9950222,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1072,None,0.0,32.2,0.9949901,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1073,None,0.0,32.3,0.994958,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1074,None,0.0,32.4,0.9949258,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1075,None,0.0,32.5,0.9948935,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1076,None,0.0,32.6,0.9948612,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1077,None,0.0,32.7,0.9948286,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1078,None,0.0,32.8,0.9947961,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1079,None,0.0,32.9,0.9947635,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1080,None,0.0,33.0,0.9947308,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1081,None,0.0,33.1,0.994698,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1082,None,0.0,33.2,0.9946651,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1083,None,0.0,33.3,0.9946321,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1084,None,0.0,33.4,0.9945991,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1085,None,0.0,33.5,0.994566,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1086,None,0.0,33.6,0.9945328,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1087,None,0.0,33.7,0.9944995,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1088,None,0.0,33.8,0.9944661,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1089,None,0.0,33.9,0.9944327,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1090,None,0.0,34.0,0.9943991,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1091,None,0.0,34.1,0.9943655,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1092,None,0.0,34.2,0.9943319,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1093,None,0.0,34.3,0.9942981,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1094,None,0.0,34.4,0.9942643,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1095,None,0.0,34.5,0.9942303,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1096,None,0.0,34.6,0.9941963,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1097,None,0.0,34.7,0.9941622,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1098,None,0.0,34.8,0.994128,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1099,None,0.0,34.9,0.9940938,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1100,None,0.0,35.0,0.9940594,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1101,None,0.0,35.1,0.9940251,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1102,None,0.0,35.2,0.9939906,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1103,None,0.0,35.3,0.993956,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1104,None,0.0,35.4,0.9939214,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1105,None,0.0,35.5,0.9938867,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1106,None,0.0,35.6,0.9938518,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1107,None,0.0,35.7,0.993817,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1108,None,0.0,35.8,0.993782,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1109,None,0.0,35.9,0.993747,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1110,None,0.0,36.0,0.9937119,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1111,None,0.0,36.1,0.9936767,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1112,None,0.0,36.2,0.9936414,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1113,None,0.0,36.3,0.9936061,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1114,None,0.0,36.4,0.9935707,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1115,None,0.0,36.5,0.9935351,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1116,None,0.0,36.6,0.9934996,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1117,None,0.0,36.7,0.9934639,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1118,None,0.0,36.8,0.9934282,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1119,None,0.0,36.9,0.9933924,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1120,None,0.0,37.0,0.9933565,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1121,None,0.0,37.1,0.9933206,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1122,None,0.0,37.2,0.9932846,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1123,None,0.0,37.3,0.9932484,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1124,None,0.0,37.4,0.9932123,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1125,None,0.0,37.5,0.993176,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1126,None,0.0,37.6,0.9931397,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1127,None,0.0,37.7,0.9931032,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1128,None,0.0,37.8,0.9930668,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1129,None,0.0,37.9,0.9930302,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1130,None,0.0,38.0,0.9929936,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1131,None,0.0,38.1,0.9929568,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1132,None,0.0,38.2,0.9929201,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1133,None,0.0,38.3,0.9928838,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1134,None,0.0,38.4,0.9928468,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1135,None,0.0,38.5,0.9928093,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1136,None,0.0,38.6,0.9927722,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1137,None,0.0,38.7,0.9927351,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1138,None,0.0,38.8,0.9926978,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1139,None,0.0,38.9,0.9926605,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1140,None,0.0,39.0,0.9926232,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1141,None,0.0,39.1,0.9925857,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1142,None,0.0,39.2,0.9925482,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1143,None,0.0,39.3,0.9925106,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1144,None,0.0,39.4,0.992473,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1145,None,0.0,39.5,0.9924352,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1146,None,0.0,39.6,0.9923974,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1147,None,0.0,39.7,0.9923595,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1148,None,0.0,39.8,0.9923216,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1149,None,0.0,39.9,0.9922836,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1150,None,0.0,40.0,0.9922455,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1151,None,0.0,41.0,0.99186,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1152,None,0.0,42.0,0.99147,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1153,None,0.0,43.0,0.99107,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1154,None,0.0,44.0,0.99066,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1155,None,0.0,45.0,0.99024,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1156,None,0.0,46.0,0.98982,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1157,None,0.0,47.0,0.9894,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1158,None,0.0,48.0,0.98896,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1159,None,0.0,49.0,0.98852,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1160,None,0.0,50.0,0.98807,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1161,None,0.0,51.0,0.98762,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1162,None,0.0,52.0,0.98715,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1163,None,0.0,53.0,0.98669,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1164,None,0.0,54.0,0.98621,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1165,None,0.0,55.0,0.98573,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1166,None,0.0,56.0,0.98525,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1167,None,0.0,57.0,0.98475,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1168,None,0.0,58.0,0.98425,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1169,None,0.0,59.0,0.98375,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1170,None,0.0,60.0,0.98324,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1171,None,0.0,61.0,0.98272,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1172,None,0.0,62.0,0.9822,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1173,None,0.0,63.0,0.98167,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1174,None,0.0,64.0,0.98113,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1175,None,0.0,65.0,0.98059,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1176,None,0.0,66.0,0.98005,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1177,None,0.0,67.0,0.9795,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1178,None,0.0,68.0,0.97894,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1179,None,0.0,69.0,0.97838,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1180,None,0.0,70.0,0.97781,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1181,None,0.0,71.0,0.97723,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1182,None,0.0,72.0,0.97666,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1183,None,0.0,73.0,0.97607,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1184,None,0.0,74.0,0.97548,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1185,None,0.0,75.0,0.97489,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1186,None,0.0,76.0,0.97429,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1187,None,0.0,77.0,0.97368,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1188,None,0.0,78.0,0.97307,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1189,None,0.0,79.0,0.97245,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1190,None,0.0,80.0,0.97183,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1191,None,0.0,81.0,0.97121,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1192,None,0.0,82.0,0.97057,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1193,None,0.0,83.0,0.96994,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1194,None,0.0,84.0,0.9693,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1195,None,0.0,85.0,0.96865,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1196,None,0.0,86.0,0.968,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1197,None,0.0,87.0,0.96734,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1198,None,0.0,88.0,0.96668,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1199,None,0.0,89.0,0.96601,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1200,None,0.0,90.0,0.96534,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1201,None,0.0,91.0,0.96467,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1202,None,0.0,92.0,0.96399,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1203,None,0.0,93.0,0.9633,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1204,None,0.0,94.0,0.96261,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1205,None,0.0,95.0,0.96192,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1206,None,0.0,96.0,0.96122,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1207,None,0.0,97.0,0.96051,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1208,None,0.0,98.0,0.95981,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1209,None,0.0,99.0,0.95909,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1210,None,0.0,100.0,0.95838,nationalresearchcouncil1930,Vol. 2 Pg. 26,
1211,None,0.0,100.85,0.957737,perry2008,Pg. 2-96,
1212,None,0.0,102.85,0.956285,perry2008,Pg. 2-96,
1213,None,0.0,104.85,0.954815,perry2008,Pg. 2-96,
1214,None,0.0,106.85,0.953327,perry2008,Pg. 2-96,
1215,None,0.0,108.85,0.951822,perry2008,Pg. 2-96,
1216,None,0.0,110.85,0.950298,perry2008,Pg. 2-96,
1217,None,0.0,112.85,0.948758,perry2008,Pg. 2-96,
1218,None,0.0,114.85,0.947199,perry2008,Pg. 2-96,
1219,None,0.0,116.85,0.945624,perry2008,Pg. 2-96,
1220,None,0.0,118.85,0.94403,perry2008,Pg. 2-96,
1221,None,0.0,120.85,0.94242,perry2008,Pg. 2-96,
1222,None,0.0,122.85,0.940793,perry2008,Pg. 2-96,
1223,None,0.0,124.85,0.939148,perry2008,Pg. 2-96,
1224,None,0.0,126.85,0.937486,perry2008,Pg. 2-96,
1225,None,0.0,128.85,0.935807,perry2008,Pg. 2-96,
1226,None,0.0,130.85,0.934111,perry2008,Pg. 2-96,
1227,None,0.0,132.85,0.932398,perry2008,Pg. 2-96,
1228,None,0.0,134.85,0.930668,perry2008,Pg. 2-96,
1229,None,0.0,136.85,0.928921,perry2008,Pg. 2-96,
1230,None,0.0,138.85,0.927157,perry2008,Pg. 2-96,
1231,None,0.0,140.85,0.925375,perry2008,Pg. 2-96,
1232,None,0.0,142.85,0.923577,perry2008,Pg. 2-96,
1233,None,0.0,144.85,0.921761,perry2008,Pg. 2-96,
1234,None,0.0,146.85,0.919929,perry2008,Pg. 2-96,
1235,None,0.0,148.85,0.918079,perry2008,Pg. 2-96,
1236,None,0.0,150.85,0.916212,perry2008,Pg. 2-96,
1237,None,0.0,152.85,0.914328,perry2008,Pg. 2-96,
1238,None,0.0,154.85,0.912426,perry2008,Pg. 2-96,
1239,None,0.0,156.85,0.910507,perry2008,Pg. 2-96,
1240,None,0.0,158.85,0.908571,perry2008,Pg. 2-96,
1241,None,0.0,160.85,0.906617,perry2008,Pg. 2-96,
1242,None,0.0,162.85,0.904645,perry2008,Pg. 2-96,
1243,None,0.0,164.85,0.902656,perry2008,Pg. 2-96,
1244,None,0.0,166.85,0.900649,perry2008,Pg. 2-96,
1245,None,0.0,168.85,0.898624,perry2008,Pg. 2-96,
1246,None,0.0,170.85,0.89658,perry2008,Pg. 2-96,
1247,None,0.0,172.85,0.894519,perry2008,Pg. 2-96,
1248,None,0.0,174.85,0.892439,perry2008,Pg. 2-96,
1249,None,0.0,176.85,0.890341,perry2008,Pg. 2-96,
1250,None,0.0,178.85,0.888225,perry2008,Pg. 2-96,
1251,None,0.0,180.85,0.886089,perry2008,Pg. 2-96,
1252,None,0.0,182.85,0.883935,perry2008,Pg. 2-96,
1253,None,0.0,184.85,0.881761,perry2008,Pg. 2-96,
1254,None,0.0,186.85,0.879569,perry2008,Pg. 2-96,
1255,None,0.0,188.85,0.877357,perry2008,Pg. 2-96,
1256,None,0.0,190.85,0.875125,perry2008,Pg. 2-96,
1257,None,0.0,192.85,0.872873,perry2008,Pg. 2-96,
1258,None,0.0,194.85,0.870601,perry2008,Pg. 2-96,
1259,None,0.0,196.85,0.86831,perry2008,Pg. 2-96,
1260,None,0.0,198.85,0.865997,perry2008,Pg. 2-96,
1261,None,0.0,200.85,0.863664,perry2008,Pg. 2-96,
1262,None,0.0,202.85,0.86131,perry2008,Pg. 2-96,
1263,None,0.0,204.85,0.858934,perry2008,Pg. 2-96,
1264,None,0.0,206.85,0.856537,perry2008,Pg. 2-96,
1265,None,0.0,208.85,0.854118,perry2008,Pg. 2-96,
1266,None,0.0,210.85,0.851678,perry2008,Pg. 2-96,
1267,None,0.0,212.85,0.849214,perry2008,Pg. 2-96,
1268,None,0.0,214.85,0.846728,perry2008,Pg. 2-96,
1269,None,0.0,216.85,0.844219,perry2008,Pg. 2-96,
1270,None,0.0,218.85,0.841686,perry2008,Pg. 2-96,
1271,None,0.0,220.85,0.83913,perry2008,Pg. 2-96,
1272,None,0.0,222.85,0.836549,perry2008,Pg. 2-96,
1273,None,0.0,224.85,0.833944,perry2008,Pg. 2-96,
1274,None,0.0,226.85,0.831313,perry2008,Pg. 2-96,
1275,None,0.0,228.85,0.828658,perry2008,Pg. 2-96,
1276,None,0.0,230.85,0.825976,perry2008,Pg. 2-96,
1277,None,0.0,232.85,0.823269,perry2008,Pg. 2-96,
1278,None,0.0,234.85,0.820534,perry2008,Pg. 2-96,
1279,None,0.0,236.85,0.817772,perry2008,Pg. 2-96,
1280,None,0.0,238.85,0.814982,perry2008,Pg. 2-96,
1281,None,0.0,240.85,0.812164,perry2008,Pg. 2-96,
1282,None,0.0,242.85,0.809318,perry2008,Pg. 2-96,
1283,None,0.0,244.85,0.806441,perry2008,Pg. 2-96,
1284,None,0.0,246.85,0.803535,perry2008,Pg. 2-96,
1285,None,0.0,248.85,0.800597,perry2008,Pg. 2-96,
1286,None,0.0,250.85,0.797629,perry2008,Pg. 2-96,
1287,None,0.0,252.85,0.794628,perry2008,Pg. 2-96,
1288,None,0.0,254.85,0.791594,perry2008,Pg. 2-96,
1289,None,0.0,256.85,0.788527,perry2008,Pg. 2-96,
1290,None,0.0,258.85,0.785425,perry2008,Pg. 2-96,
1291,None,0.0,260.85,0.782288,perry2008,Pg. 2-96,
1292,None,0.0,262.85,0.779115,perry2008,Pg. 2-96,
1293,None,0.0,264.85,0.775905,perry2008,Pg. 2-96,
1294,None,0.0,266.85,0.772657,perry2008,Pg. 2-96,
1295,None,0.0,268.85,0.769369,perry2008,Pg. 2-96,
1296,None,0.0,270.85,0.766042,perry2008,Pg. 2-96,
1297,None,0.0,272.85,0.762674,perry2008,Pg. 2-96,
1298,None,0.0,274.85,0.759263,perry2008,Pg. 2-96,
1299,None,0.0,276.85,0.755808,perry2008,Pg. 2-96,
1300,None,0.0,278.85,0.752308,perry2008,Pg. 2-96,
1301,None,0.0,280.85,0.748762,perry2008,Pg. 2-96,
1302,None,0.0,282.85,0.745169,perry2008,Pg. 2-96,
1303,None,0.0,284.85,0.741525,perry2008,Pg. 2-96,
1304,None,0.0,286.85,0.737831,perry2008,Pg. 2-96,
1305,None,0.0,288.85,0.734084,perry2008,Pg. 2-96,
1306,None,0.0,290.85,0.730283,perry2008,Pg. 2-96,
1307,None,0.0,292.85,0.726425,perry2008,Pg. 2-96,
1308,None,0.0,294.85,0.722508,perry2008,Pg. 2-96,
1309,None,0.0,296.85,0.71853,perry2008,Pg. 2-96,
1310,None,0.0,298.85,0.714489,perry2008,Pg. 2-96,
1311,None,0.0,300.85,0.710382,perry2008,Pg. 2-96,
1312,None,0.0,302.85,0.706206,perry2008,Pg. 2-96,
1313,None,0.0,304.85,0.701959,perry2008,Pg. 2-96,
1314,None,0.0,306.85,0.697638,perry2008,Pg. 2-96,
1315,None,0.0,308.85,0.693238,perry2008,Pg. 2-96,
1316,None,0.0,310.85,0.688757,perry2008,Pg. 2-96,
1317,None,0.0,312.85,0.68419,perry2008,Pg. 2-96,
1318,None,0.0,314.85,0.679533,perry2008,Pg. 2-96,
1319,None,0.0,316.85,0.674781,perry2008,Pg. 2-96,
1320,None,0.0,318.85,0.66993,perry2008,Pg. 2-96,
1321,None,0.0,320.85,0.664974,perry2008,Pg. 2-96,
1322,None,0.0,322.85,0.659907,perry2008,Pg. 2-96,
1323,None,0.0,324.85,0.654722,perry2008,Pg. 2-96,
1324,None,0.0,326.85,0.649411,perry2008,Pg. 2-96,
1325,None,0.0,328.85,0.64397,perry2008,Pg. 2-96,
1326,None,0.0,330.85,0.63838,perry2008,Pg. 2-96,
1327,None,0.0,332.85,0.63264,perry2008,Pg. 2-96,
1328,None,0.0,334.85,0.62674,perry2008,Pg. 2-96,
1329,None,0.0,336.85,0.62065,perry2008,Pg. 2-96,
1330,None,0.0,338.85,0.61437,perry2008,Pg. 2-96,
1331,None,0.0,340.85,0.60788,perry2008,Pg. 2-96,
1332,None,0.0,342.85,0.60115,perry2008,Pg. 2-96,
1333,None,0.0,344.85,0.59416,perry2008,Pg. 2-96,
1334,None,0.0,346.85,0.58688,perry2008,Pg. 2-96,
1335,None,0.0,348.85,0.57926,perry2008,Pg. 2-96,
1336,None,0.0,350.85,0.57125,perry2008,Pg. 2-96,
1337,None,0.0,352.85,0.56281,perry2008,Pg. 2-96,
1338,None,0.0,354.85,0.55384,perry2008,Pg. 2-96,
1339,None,0.0,356.85,0.54425,perry2008,Pg. 2-96,
1340,None,0.0,358.85,0.53392,perry2008,Pg. 2-96,
1341,None,0.0,360.85,0.52271,perry2008,Pg. 2-96,
1342,None,0.0,362.85,0.51042,perry2008,Pg. 2-96,
1343,None,0.0,364.85,0.49682,perry2008,Pg. 2-96,
1344,None,0.0,366.85,0.48153,perry2008,Pg. 2-96,
1345,None,0.0,367.85,0.47301,perry2008,Pg. 2-96,
1346,None,0.0,368.85,0.46367,perry2008,Pg. 2-96,
1347,None,0.0,369.85,0.45314,perry2008,Pg. 2-96,
1348,None,0.0,370.85,0.44073,perry2008,Pg. 2-96,
1349,None,0.0,371.85,0.42505,perry2008,Pg. 2-96,
1350,None,0.0,372.85,0.40296,perry2008,Pg. 2-96,
1351,None,0.0,373.85,0.35734,perry2008,Pg. 2-96,
1352,None,0.0,373.946,0.322,perry2008,Pg. 2-96,Critical point
