id,salt,weight_percent,temperature,density,source,source_details,notes
744,NaOH,50.0,10.0,1.5326,nationalresearchcouncil1930,Vol. 2 Pg. 79,supersaturated
745,NaOH,32.0,0.0,1.3614,nationalresearchcouncil1930,Vol. 2 Pg. 79,supersaturated
746,NaOH,44.0,0.0,1.4825,nationalresearchcouncil1930,Vol. 2 Pg. 79,supersaturated
747,NaOH,38.0,0.0,1.4234,nationalresearchcouncil1930,Vol. 2 Pg. 79,supersaturated
748,NaOH,34.0,0.0,1.3823,nationalresearchcouncil1930,Vol. 2 Pg. 79,supersaturated
749,NaOH,42.0,0.0,1.4632,nationalresearchcouncil1930,Vol. 2 Pg. 79,supersaturated
750,None,0.0,0.0,0.9998679,nationalresearchcouncil1930,Vol. 2 Pg. 25,
751,None,0.0,0.1,0.9998746,nationalresearchcouncil1930,Vol. 2 Pg. 25,
752,None,0.0,0.2,0.9998811,nationalresearchcouncil1930,Vol. 2 Pg. 25,
753,None,0.0,0.3,0.9998874,nationalresearchcouncil1930,Vol. 2 Pg. 25,
754,None,0.0,0.4,0.9998935,nationalresearchcouncil1930,Vol. 2 Pg. 25,
755,None,0.0,0.5,0.9998995,nationalresearchcouncil1930,Vol. 2 Pg. 25,
756,None,0.0,0.6,0.9999053,nationalresearchcouncil1930,Vol. 2 Pg. 25,
757,None,0.0,0.7,0.9999109,nationalresearchcouncil1930,Vol. 2 Pg. 25,
758,None,0.0,0.8,0.9999163,nationalresearchcouncil1930,Vol. 2 Pg. 25,
759,None,0.0,0.9,0.9999216,nationalresearchcouncil1930,Vol. 2 Pg. 25,
760,None,0.0,1.0,0.9999267,nationalresearchcouncil1930,Vol. 2 Pg. 25,
761,None,0.0,1.1,0.9999315,nationalresearchcouncil1930,Vol. 2 Pg. 25,
762,None,0.0,1.2,0.9999363,nationalresearchcouncil1930,Vol. 2 Pg. 25,
763,None,0.0,1.3,0.9999408,nationalresearchcouncil1930,Vol. 2 Pg. 25,
764,None,0.0,1.4,0.9999452,nationalresearchcouncil1930,Vol. 2 Pg. 25,
765,None,0.0,1.5,0.9999494,nationalresearchcouncil1930,Vol. 2 Pg. 25,
766,None,0.0,1.6,0.9999534,nationalresearchcouncil1930,Vol. 2 Pg. 25,
767,None,0.0,1.7,0.9999573,nationalresearchcouncil1930,Vol. 2 Pg. 25,
768,None,0.0,1.8,0.999961,nationalresearchcouncil1930,Vol. 2 Pg. 25,
769,None,0.0,1.9,0.9999645,nationalresearchcouncil1930,Vol. 2 Pg. 25,
770,None,0.0,2.0,0.9999679,nationalresearchcouncil1930,Vol. 2 Pg. 25,
771,None,0.0,2.1,0.9999711,nationalresearchcouncil1930,Vol. 2 Pg. 25,
772,None,0.0,2.2,0.9999741,nationalresearchcouncil1930,Vol. 2 Pg. 25,
773,None,0.0,2.3,0.9999769,nationalresearchcouncil1930,Vol. 2 Pg. 25,
774,None,0.0,2.4,0.9999796,nationalresearchcouncil1930,Vol. 2 Pg. 25,
775,None,0.0,2.5,0.9999821,nationalresearchcouncil1930,Vol. 2 Pg. 25,
776,None,0.0,2.6,0.9999844,nationalresearchcouncil1930,Vol. 2 Pg. 25,
777,None,0.0,2.7,0.9999866,nationalresearchcouncil1930,Vol. 2 Pg. 25,
778,None,0.0,2.8,0.9999887,nationalresearchcouncil1930,Vol. 2 Pg. 25,
779,None,0.0,2.9,0.9999905,nationalresearchcouncil1930,Vol. 2 Pg. 25,
780,None,0.0,3.0,0.9999922,nationalresearchcouncil1930,Vol. 2 Pg. 25,
781,None,0.0,3.1,0.9999937,nationalresearchcouncil1930,Vol. 2 Pg. 25,
782,None,0.0,3.2,0.9999951,nationalresearchcouncil1930,Vol. 2 Pg. 25,
783,None,0.0,3.3,0.9999962,nationalresearchcouncil1930,Vol. 2 Pg. 25,
784,None,0.0,3.4,0.9999973,nationalresearchcouncil1930,Vol. 2 Pg. 25,
785,None,0.0,3.5,0.9999981,nationalresearchcouncil1930,Vol. 2 Pg. 25,
786,None,0.0,3.6,0.9999988,nationalresearchcouncil1930,Vol. 2 Pg. 25,
787,None,0.0,3.7,0.9999994,nationalresearchcouncil1930,Vol. 2 Pg. 25,
788,None,0.0,3.8,0.9999998,nationalresearchcouncil1930,Vol. 2 Pg. 25,
789,None,0.0,3.9,1.0,nationalresearchcouncil1930,Vol. 2 Pg. 25,
790,None,0.0,4.0,1.0,nationalresearchcouncil1930,Vol. 2 Pg. 25,
791,None,0.0,4.1,0.9999999,nationalresearchcouncil1930,Vol. 2 Pg. 25,
792,None,0.0,4.2,0.9999996,nationalresearchcouncil1930,Vol. 2 Pg. 25,
793,None,0.0,4.3,0.9999992,nationalresearchcouncil1930,Vol. 2 Pg. 25,
794,None,0.0,4.4,0.9999986,nationalresearchcouncil1930,Vol. 2 Pg. 25,
795,None,0.0,4.5,0.9999979,nationalresearchcouncil1930,Vol. 2 Pg. 25,
796,None,0.0,4.6,0.999997,nationalresearchcouncil1930,Vol. 2 Pg. 25,
797,None,0.0,4.7,0.999996,nationalresearchcouncil1930,Vol. 2 Pg. 25,
798,None,0.0,4.8,0.9999947,nationalresearchcouncil1930,Vol. 2 Pg. 25,
799,None,0.0,4.9,0.9999934,nationalresearchcouncil1930,Vol. 2 Pg. 25,
800,None,0.0,5.0,0.9999919,nationalresearchcouncil1930,Vol. 2 Pg. 25,
801,None,0.0,5.1,0.9999902,nationalresearchcouncil1930,Vol. 2 Pg. 25,
802,None,0.0,5.2,0.9999883,nationalresearchcouncil1930,Vol. 2 Pg. 25,
803,None,0.0,5.3,0.9999864,nationalresearchcouncil1930,Vol. 2 Pg. 25,
804,None,0.0,5.4,0.9999842,nationalresearchcouncil1930,Vol. 2 Pg. 25,
805,None,0.0,5.5,0.9999819,nationalresearchcouncil1930,Vol. 2 Pg. 25,
806,None,0.0,5.6,0.9999795,nationalresearchcouncil1930,Vol. 2 Pg. 25,
807,None,0.0,5.7,0.9999769,nationalresearchcouncil1930,Vol. 2 Pg. 25,
808,None,0.0,5.8,0.9999741,nationalresearchcouncil1930,Vol. 2 Pg. 25,
809,None,0.0,5.9,0.9999712,nationalresearchcouncil1930,Vol. 2 Pg. 25,
810,None,0.0,6.0,0.9999681,nationalresearchcouncil1930,Vol. 2 Pg. 25,
811,None,0.0,6.1,0.9999649,nationalresearchcouncil1930,Vol. 2 Pg. 25,
812,None,0.0,6.2,0.9999616,nationalresearchcouncil1930,Vol. 2 Pg. 25,
813,None,0.0,6.3,0.9999581,nationalresearchcouncil1930,Vol. 2 Pg. 25,
814,None,0.0,6.4,0.9999544,nationalresearchcouncil1930,Vol. 2 Pg. 25,
815,None,0.0,6.5,0.9999506,nationalresearchcouncil1930,Vol. 2 Pg. 25,
816,None,0.0,6.6,0.9999467,nationalresearchcouncil1930,Vol. 2 Pg. 25,
817,None,0.0,6.7,0.9999426,nationalresearchcouncil1930,Vol. 2 Pg. 25,
818,None,0.0,6.8,0.9999384,nationalresearchcouncil1930,Vol. 2 Pg. 25,
819,None,0.0,6.9,0.999934,nationalresearchcouncil1930,Vol. 2 Pg. 25,
820,None,0.0,7.0,0.9999295,nationalresearchcouncil1930,Vol. 2 Pg. 25,
821,None,0.0,7.1,0.9999248,nationalresearchcouncil1930,Vol. 2 Pg. 25,
822,None,0.0,7.2,0.99992,nationalresearchcouncil1930,Vol. 2 Pg. 25,
823,None,0.0,7.3,0.999915,nationalresearchcouncil1930,Vol. 2 Pg. 25,
824,None,0.0,7.4,0.9999099,nationalresearchcouncil1930,Vol. 2 Pg. 25,
825,None,0.0,7.5,0.9999046,nationalresearchcouncil1930,Vol. 2 Pg. 25,
826,None,0.0,7.6,0.9998992,nationalresearchcouncil1930,Vol. 2 Pg. 25,
827,None,0.0,7.7,0.9998936,nationalresearchcouncil1930,Vol. 2 Pg. 25,
828,None,0.0,7.8,0.9998879,nationalresearchcouncil1930,Vol. 2 Pg. 25,
829,None,0.0,7.9,0.9998821,nationalresearchcouncil1930,Vol. 2 Pg. 25,
830,None,0.0,8.0,0.9998762,nationalresearchcouncil1930,Vol. 2 Pg. 25,
831,None,0.0,8.1,0.9998701,nationalresearchcouncil1930,Vol. 2 Pg. 25,
832,None,0.0,8.2,0.9998638,nationalresearchcouncil1930,Vol. 2 Pg. 25,
833,None,0.0,8.3,0.9998574,nationalresearchcouncil1930,Vol. 2 Pg. 25,
834,None,0.0,8.4,0.9998509,nationalresearchcouncil1930,Vol. 2 Pg. 25,
835,None,0.0,8.5,0.9998442,nationalresearchcouncil1930,Vol. 2 Pg. 25,
836,None,0.0,8.6,0.9998374,nationalresearchcouncil1930,Vol. 2 Pg. 25,
837,None,0.0,8.7,0.9998305,nationalresearchcouncil1930,Vol. 2 Pg. 25,
838,None,0.0,8.8,0.9998234,nationalresearchcouncil1930,Vol. 2 Pg. 25,
839,None,0.0,8.9,0.9998162,nationalresearchcouncil1930,Vol. 2 Pg. 25,
840,None,0.0,9.0,0.9998088,nationalresearchcouncil1930,Vol. 2 Pg. 25,
841,None,0.0,9.1,0.9998013,nationalresearchcouncil1930,Vol. 2 Pg. 25,
842,None,0.0,9.2,0.9997936,nationalresearchcouncil1930,Vol. 2 Pg. 25,
843,None,0.0,9.3,0.9997859,nationalresearchcouncil1930,Vol. 2 Pg. 25,
844,None,0.0,9.4,0.999778,nationalresearchcouncil1930,Vol. 2 Pg. 25,
845,None,0.0,9.5,0.9997699,nationalresearchcouncil1930,Vol. 2 Pg. 25,
846,None,0.0,9.6,0.9997617,nationalresearchcouncil1930,Vol. 2 Pg. 25,
847,None,0.0,9.7,0.9997534,nationalresearchcouncil1930,Vol. 2 Pg. 25,
848,None,0.0,9.8,0.999745,nationalresearchcouncil1930,Vol. 2 Pg. 25,
849,None,0.0,9.9,0.9997364,nationalresearchcouncil1930,Vol. 2 Pg. 25,
850,None,0.0,10.0,0.9997277,nationalresearchcouncil1930,Vol. 2 Pg. 25,
851,None,0.0,10.1,0.9997189,nationalresearchcouncil1930,Vol. 2 Pg. 25,
852,None,0.0,10.2,0.9997099,nationalresearchcouncil1930,Vol. 2 Pg. 25,
853,None,0.0,10.3,0.9997008,nationalresearchcouncil1930,Vol. 2 Pg. 25,
854,None,0.0,10.4,0.9996915,nationalresearchcouncil1930,Vol. 2 Pg. 25,
855,None,0.0,10.5,0.999682,nationalresearchcouncil1930,Vol. 2 Pg. 25,
856,None,0.0,10.6,0.9996724,nationalresearchcouncil1930,Vol. 2 Pg. 25,
857,None,0.0,10.7,0.9996627,nationalresearchcouncil1930,Vol. 2 Pg. 25,
858,None,0.0,10.8,0.9996529,nationalresearchcouncil1930,Vol. 2 Pg. 25,
859,None,0.0,10.9,0.9996428,nationalresearchcouncil1930,Vol. 2 Pg. 25,
860,None,0.0,11.0,0.9996328,nationalresearchcouncil1930,Vol. 2 Pg. 25,
861,None,0.0,11.1,0.9996225,nationalresearchcouncil1930,Vol. 2 Pg. 25,
862,None,0.0,11.2,0.9996121,nationalresearchcouncil1930,Vol. 2 Pg. 25,
863,None,0.0,11.3,0.9996017,nationalresearchcouncil1930,Vol. 2 Pg. 25,
864,None,0.0,11.4,0.9995911,nationalresearchcouncil1930,Vol. 2 Pg. 25,
865,None,0.0,11.5,0.9995803,nationalresearchcouncil1930,Vol. 2 Pg. 25,
866,None,0.0,11.6,0.9995694,nationalresearchcouncil1930,Vol. 2 Pg. 25,
867,None,0.0,11.7,0.9995585,nationalresearchcouncil1930,Vol. 2 Pg. 25,
868,None,0.0,11.8,0.9995473,nationalresearchcouncil1930,Vol. 2 Pg. 25,
869,None,0.0,11.9,0.9995361,nationalresearchcouncil1930,Vol. 2 Pg. 25,
870,None,0.0,12.0,0.9995247,nationalresearchcouncil1930,Vol. 2 Pg. 25,
871,None,0.0,12.1,0.9995132,nationalresearchcouncil1930,Vol. 2 Pg. 25,
872,None,0.0,12.2,0.9995016,nationalresearchcouncil1930,Vol. 2 Pg. 25,
873,None,0.0,12.3,0.9994898,nationalresearchcouncil1930,Vol. 2 Pg. 25,
874,None,0.0,12.4,0.999478,nationalresearchcouncil1930,Vol. 2 Pg. 25,
875,None,0.0,12.5,0.999466,nationalresearchcouncil1930,Vol. 2 Pg. 25,
876,None,0.0,12.6,0.9994538,nationalresearchcouncil1930,Vol. 2 Pg. 25,
877,None,0.0,12.7,0.9994415,nationalresearchcouncil1930,Vol. 2 Pg. 25,
878,None,0.0,12.8,0.9994291,nationalresearchcouncil1930,Vol. 2 Pg. 25,
879,None,0.0,12.9,0.9994166,nationalresearchcouncil1930,Vol. 2 Pg. 25,
880,None,0.0,13.0,0.999404,nationalresearchcouncil1930,Vol. 2 Pg. 25,
881,None,0.0,13.1,0.9993913,nationalresearchcouncil1930,Vol. 2 Pg. 25,
882,None,0.0,13.2,0.9993784,nationalresearchcouncil1930,Vol. 2 Pg. 25,
883,None,0.0,13.3,0.9993655,nationalresearchcouncil1930,Vol. 2 Pg. 25,
884,None,0.0,13.4,0.9993524,nationalresearchcouncil1930,Vol. 2 Pg. 25,
885,None,0.0,13.5,0.9993391,nationalresearchcouncil1930,Vol. 2 Pg. 25,
886,None,0.0,13.6,0.9993258,nationalresearchcouncil1930,Vol. 2 Pg. 25,
887,None,0.0,13.7,0.9993123,nationalresearchcouncil1930,Vol. 2 Pg. 25,
888,None,0.0,13.8,0.9992987,nationalresearchcouncil1930,Vol. 2 Pg. 25,
889,None,0.0,13.9,0.999285,nationalresearchcouncil1930,Vol. 2 Pg. 25,
890,None,0.0,14.0,0.9992712,nationalresearchcouncil1930,Vol. 2 Pg. 25,
891,None,0.0,14.1,0.9992572,nationalresearchcouncil1930,Vol. 2 Pg. 25,
892,None,0.0,14.2,0.9992432,nationalresearchcouncil1930,Vol. 2 Pg. 25,
893,None,0.0,14.3,0.999229,nationalresearchcouncil1930,Vol. 2 Pg. 25,
894,None,0.0,14.4,0.9992147,nationalresearchcouncil1930,Vol. 2 Pg. 25,
895,None,0.0,14.5,0.9992003,nationalresearchcouncil1930,Vol. 2 Pg. 25,
896,None,0.0,14.6,0.9991858,nationalresearchcouncil1930,Vol. 2 Pg. 25,
897,None,0.0,14.7,0.9991711,nationalresearchcouncil1930,Vol. 2 Pg. 25,
898,None,0.0,14.8,0.9991564,nationalresearchcouncil1930,Vol. 2 Pg. 25,
899,None,0.0,14.9,0.9991415,nationalresearchcouncil1930,Vol. 2 Pg. 25,
900,None,0.0,15.0,0.9991265,nationalresearchcouncil1930,Vol. 2 Pg. 25,
901,None,0.0,15.1,0.9991113,nationalresearchcouncil1930,Vol. 2 Pg. 25,
902,None,0.0,15.2,0.9990961,nationalresearchcouncil1930,Vol. 2 Pg. 25,
903,None,0.0,15.3,0.9990808,nationalresearchcouncil1930,Vol. 2 Pg. 25,
904,None,0.0,15.4,0.9990653,nationalresearchcouncil1930,Vol. 2 Pg. 25,
905,None,0.0,15.5,0.9990497,nationalresearchcouncil1930,Vol. 2 Pg. 25,
906,None,0.0,15.6,0.999034,nationalresearchcouncil1930,Vol. 2 Pg. 25,
907,None,0.0,15.7,0.9990182,nationalresearchcouncil1930,Vol. 2 Pg. 25,
908,None,0.0,15.8,0.9990023,nationalresearchcouncil1930,Vol. 2 Pg. 25,
909,None,0.0,15.9,0.9989862,nationalresearchcouncil1930,Vol. 2 Pg. 25,
910,None,0.0,16.0,0.9989701,nationalresearchcouncil1930,Vol. 2 Pg. 25,
911,None,0.0,16.1,0.9989538,nationalresearchcouncil1930,Vol. 2 Pg. 25,
912,None,0.0,16.2,0.9989374,nationalresearchcouncil1930,Vol. 2 Pg. 25,
913,None,0.0,16.3,0.9989209,nationalresearchcouncil1930,Vol. 2 Pg. 25,
914,None,0.0,16.4,0.9989043,nationalresearchcouncil1930,Vol. 2 Pg. 25,
915,None,0.0,16.5,0.9988876,nationalresearchcouncil1930,Vol. 2 Pg. 25,
916,None,0.0,16.6,0.9988707,nationalresearchcouncil1930,Vol. 2 Pg. 25,
917,None,0.0,16.7,0.9988538,nationalresearchcouncil1930,Vol. 2 Pg. 25,
918,None,0.0,16.8,0.9988367,nationalresearchcouncil1930,Vol. 2 Pg. 25,
919,None,0.0,16.9,0.9988195,nationalresearchcouncil1930,Vol. 2 Pg. 25,
920,None,0.0,17.0,0.9988022,nationalresearchcouncil1930,Vol. 2 Pg. 25,
921,None,0.0,17.1,0.9987848,nationalresearchcouncil1930,Vol. 2 Pg. 25,
922,None,0.0,17.2,0.9987673,nationalresearchcouncil1930,Vol. 2 Pg. 25,
923,None,0.0,17.3,0.9987497,nationalresearchcouncil1930,Vol. 2 Pg. 25,
924,None,0.0,17.4,0.9987319,nationalresearchcouncil1930,Vol. 2 Pg. 25,
925,None,0.0,17.5,0.9987141,nationalresearchcouncil1930,Vol. 2 Pg. 25,
926,None,0.0,17.6,0.9986961,nationalresearchcouncil1930,Vol. 2 Pg. 25,
927,None,0.0,17.7,0.9986781,nationalresearchcouncil1930,Vol. 2 Pg. 25,
928,None,0.0,17.8,0.9986599,nationalresearchcouncil1930,Vol. 2 Pg. 25,
929,None,0.0,17.9,0.9986416,nationalresearchcouncil1930,Vol. 2 Pg. 25,
930,None,0.0,18.0,0.9986232,nationalresearchcouncil1930,Vol. 2 Pg. 25,
931,None,0.0,18.1,0.9986046,nationalresearchcouncil1930,Vol. 2 Pg. 25,
932,None,0.0,18.2,0.9985861,nationalresearchcouncil1930,Vol. 2 Pg. 25,
933,None,0.0,18.3,0.9985673,nationalresearchcouncil1930,Vol. 2 Pg. 25,
934,None,0.0,18.4,0.9985485,nationalresearchcouncil1930,Vol. 2 Pg. 25,
935,None,0.0,18.5,0.9985295,nationalresearchcouncil1930,Vol. 2 Pg. 25,
936,None,0.0,18.6,0.9985105,nationalresearchcouncil1930,Vol. 2 Pg. 25,
937,None,0.0,18.7,0.9984913,nationalresearchcouncil1930,Vol. 2 Pg. 25,
938,None,0.0,18.8,0.998472,nationalresearchcouncil1930,Vol. 2 Pg. 25,
939,None,0.0,18.9,0.9984526,nationalresearchcouncil1930,Vol. 2 Pg. 25,
940,None,0.0,19.0,0.9984331,nationalresearchcouncil1930,Vol. 2 Pg. 25,
941,None,0.0,19.1,0.9984136,nationalresearchcouncil1930,Vol. 2 Pg. 25,
942,None,0.0,19.2,0.9983938,nationalresearchcouncil1930,Vol. 2 Pg. 25,
943,None,0.0,19.3,0.998374,nationalresearchcouncil1930,Vol. 2 Pg. 25,
944,None,0.0,19.4,0.9983541,nationalresearchcouncil1930,Vol. 2 Pg. 25,
945,None,0.0,19.5,0.9983341,nationalresearchcouncil1930,Vol. 2 Pg. 25,
946,None,0.0,19.6,0.998314,nationalresearchcouncil1930,Vol. 2 Pg. 25,
947,None,0.0,19.7,0.9982937,nationalresearchcouncil1930,Vol. 2 Pg. 25,
948,None,0.0,19.8,0.9982733,nationalresearchcouncil1930,Vol. 2 Pg. 25,
949,None,0.0,19.9,0.9982529,nationalresearchcouncil1930,Vol. 2 Pg. 25,
950,None,0.0,20.0,0.9982323,nationalresearchcouncil1930,Vol. 2 Pg. 25,
951,None,0.0,20.1,0.9982117,nationalresearchcouncil1930,Vol. 2 Pg. 25,
952,None,0.0,20.2,0.9981909,nationalresearchcouncil1930,Vol. 2 Pg. 25,
953,None,0.0,20.3,0.9981701,nationalresearchcouncil1930,Vol. 2 Pg. 25,
954,None,0.0,20.4,0.998149,nationalresearchcouncil1930,Vol. 2 Pg. 25,
955,None,0.0,20.5,0.998128,nationalresearchcouncil1930,Vol. 2 Pg. 25,
956,None,0.0,20.6,0.9981068,nationalresearchcouncil1930,Vol. 2 Pg. 25,
957,None,0.0,20.7,0.9980855,nationalresearchcouncil1930,Vol. 2 Pg. 25,
958,None,0.0,20.8,0.9980641,nationalresearchcouncil1930,Vol. 2 Pg. 25,
959,None,0.0,20.9,0.9980426,nationalresearchcouncil1930,Vol. 2 Pg. 25,
960,None,0.0,21.0,0.998021,nationalresearchcouncil1930,Vol. 2 Pg. 25,
961,None,0.0,21.1,0.9979993,nationalresearchcouncil1930,Vol. 2 Pg. 25,
962,None,0.0,21.2,0.9979775,nationalresearchcouncil1930,Vol. 2 Pg. 25,
963,None,0.0,21.3,0.9979556,nationalresearchcouncil1930,Vol. 2 Pg. 25,
964,None,0.0,21.4,0.9979335,nationalresearchcouncil1930,Vol. 2 Pg. 25,
965,None,0.0,21.5,0.9979114,nationalresearchcouncil1930,Vol. 2 Pg. 25,
966,None,0.0,21.6,0.9978892,nationalresearchcouncil1930,Vol. 2 Pg. 25,
967,None,0.0,21.7,0.9978669,nationalresearchcouncil1930,Vol. 2 Pg. 25,
968,None,0.0,21.8,0.9978444,nationalresearchcouncil1930,Vol. 2 Pg. 25,
969,None,0.0,21.9,0.9978219,nationalresearchcouncil1930,Vol. 2 Pg. 25,
970,None,0.0,22.0,0.9977993,nationalresearchcouncil1930,Vol. 2 Pg. 25,
971,None,0.0,22.1,0.9977765,nationalresearchcouncil1930,Vol. 2 Pg. 25,
972,None,0.0,22.2,0.9977537,nationalresearchcouncil1930,Vol. 2 Pg. 25,
973,None,0.0,22.3,0.9977308,nationalresearchcouncil1930,Vol. 2 Pg. 25,
974,None,0.0,22.4,0.9977077,nationalresearchcouncil1930,Vol. 2 Pg. 25,
975,None,0.0,22.5,0.9976846,nationalresearchcouncil1930,Vol. 2 Pg. 25,
976,None,0.0,22.6,0.9976613,nationalresearchcouncil1930,Vol. 2 Pg. 25,
977,None,0.0,22.7,0.997638,nationalresearchcouncil1930,Vol. 2 Pg. 25,
978,None,0.0,22.8,0.9976145,nationalresearchcouncil1930,Vol. 2 Pg. 25,
979,None,0.0,22.9,0.997591,nationalresearchcouncil1930,Vol. 2 Pg. 25,
980,None,0.0,23.0,0.9975674,nationalresearchcouncil1930,Vol. 2 Pg. 25,
981,None,0.0,23.1,0.9975437,nationalresearchcouncil1930,Vol. 2 Pg. 25,
982,None,0.0,23.2,0.9975198,nationalresearchcouncil1930,Vol. 2 Pg. 25,
983,None,0.0,23.3,0.9974959,nationalresearchcouncil1930,Vol. 2 Pg. 25,
984,None,0.0,23.4,0.9974718,nationalresearchcouncil1930,Vol. 2 Pg. 25,
985,None,0.0,23.5,0.9974477,nationalresearchcouncil1930,Vol. 2 Pg. 25,
986,None,0.0,23.6,0.9974235,nationalresearchcouncil1930,Vol. 2 Pg. 25,
987,None,0.0,23.7,0.9973991,nationalresearchcouncil1930,Vol. 2 Pg. 25,
988,None,0.0,23.8,0.9973747,nationalresearchcouncil1930,Vol. 2 Pg. 25,
989,None,0.0,23.9,0.9973502,nationalresearchcouncil1930,Vol. 2 Pg. 25,
990,None,0.0,24.0,0.9973256,nationalresearchcouncil1930,Vol. 2 Pg. 25,
991,None,0.0,24.1,0.9973009,nationalresearchcouncil1930,Vol. 2 Pg. 25,
992,None,0.0,24.2,0.997276,nationalresearchcouncil1930,Vol. 2 Pg. 25,
993,None,0.0,24.3,0.9972511,nationalresearchcouncil1930,Vol. 2 Pg. 25,
994,None,0.0,24.4,0.9972261,nationalresearchcouncil1930,Vol. 2 Pg. 25,
995,None,0.0,24.5,0.997201,nationalresearchcouncil1930,Vol. 2 Pg. 25,
996,None,0.0,24.6,0.9971758,nationalresearchcouncil1930,Vol. 2 Pg. 25,
997,None,0.0,24.7,0.9971505,nationalresearchcouncil1930,Vol. 2 Pg. 25,
998,None,0.0,24.8,0.997125,nationalresearchcouncil1930,Vol. 2 Pg. 25,
999,None,0.0,24.9,0.9970995,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1000,None,0.0,25.0,0.9970739,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1001,None,0.0,25.1,0.9970482,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1002,None,0.0,25.2,0.9970225,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1003,None,0.0,25.3,0.9969966,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1004,None,0.0,25.4,0.9969706,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1005,None,0.0,25.5,0.9969445,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1006,None,0.0,25.6,0.9969184,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1007,None,0.0,25.7,0.9968921,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1008,None,0.0,25.8,0.9968657,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1009,None,0.0,25.9,0.9968393,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1010,None,0.0,26.0,0.9968128,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1011,None,0.0,26.1,0.9967861,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1012,None,0.0,26.2,0.9967594,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1013,None,0.0,26.3,0.9967326,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1014,None,0.0,26.4,0.9967057,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1015,None,0.0,26.5,0.9966786,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1016,None,0.0,26.6,0.9966515,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1017,None,0.0,26.7,0.9966243,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1018,None,0.0,26.8,0.996597,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1019,None,0.0,26.9,0.9965696,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1020,None,0.0,27.0,0.9965421,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1021,None,0.0,27.1,0.9965146,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1022,None,0.0,27.2,0.9964869,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1023,None,0.0,27.3,0.9964591,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1024,None,0.0,27.4,0.9964313,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1025,None,0.0,27.5,0.9964033,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1026,None,0.0,27.6,0.9963753,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1027,None,0.0,27.7,0.9963472,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1028,None,0.0,27.8,0.996319,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1029,None,0.0,27.9,0.9962907,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1030,None,0.0,28.0,0.9962623,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1031,None,0.0,28.1,0.9962338,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1032,None,0.0,28.2,0.9962052,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1033,None,0.0,28.3,0.9961766,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1034,None,0.0,28.4,0.9961478,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1035,None,0.0,28.5,0.996119,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1036,None,0.0,28.6,0.9960901,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1037,None,0.0,28.7,0.996061,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1038,None,0.0,28.8,0.9960319,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1039,None,0.0,28.9,0.9960027,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1040,None,0.0,29.0,0.9959735,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1041,None,0.0,29.1,0.995944,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1042,None,0.0,29.2,0.9959146,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1043,None,0.0,29.3,0.995885,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1044,None,0.0,29.4,0.9958554,nationalresearchcouncil1930,Vol. 2 Pg. 25,
1045,None,0.0,29.5,0.9958257,nationalresearchcouncil1930,Vol. 2 Pg. 25,
